invoice_id,subscription_id,customer_id,invoice_date,billing_period_start,billing_period_end,list_price,discount_pct,amount_billed,status,is_renewal
INV-002912,SUB-00231,CUST-0219,2025-05-04,2025-05-04,2025-06-02,5500,0,5500.0,paid,True
INV-002913,SUB-00231,CUST-0219,2025-06-03,2025-06-03,2025-07-02,5500,0,5500.0,paid,True
INV-002914,SUB-00231,CUST-0219,2025-07-03,2025-07-03,2025-08-01,5500,0,5500.0,paid,True
INV-002915,SUB-00231,CUST-0219,2025-08-02,2025-08-02,2025-08-31,5500,0,5500.0,paid,True
INV-002916,SUB-00231,CUST-0219,2025-09-01,2025-09-01,2025-09-30,5500,0,5500.0,paid,True
INV-002917,SUB-00231,CUST-0219,2025-10-01,2025-10-01,2025-10-30,5500,0,5500.0,paid,True
INV-002918,SUB-00231,CUST-0219,2025-10-31,2025-10-31,2025-11-29,5500,0,5500.0,paid,True
INV-002919,SUB-00231,CUST-0219,2025-11-30,2025-11-30,2025-12-29,5500,0,5500.0,paid,True
INV-002920,SUB-00232,CUST-0220,2024-09-18,2024-09-18,2024-10-17,5500,0,5500.0,paid,False
INV-002921,SUB-00232,CUST-0220,2024-10-18,2024-10-18,2024-11-16,5500,0,5500.0,paid,True
INV-002922,SUB-00232,CUST-0220,2024-11-17,2024-11-17,2024-12-16,5500,0,5500.0,paid,True
INV-002923,SUB-00232,CUST-0220,2024-12-17,2024-12-17,2025-01-15,5500,0,5500.0,paid,True
INV-002924,SUB-00232,CUST-0220,2025-01-16,2025-01-16,2025-02-14,5500,0,5500.0,paid,True
INV-002925,SUB-00232,CUST-0220,2025-02-15,2025-02-15,2025-03-16,5500,0,5500.0,paid,True
INV-002926,SUB-00232,CUST-0220,2025-03-17,2025-03-17,2025-04-15,5500,0,5500.0,paid,True
INV-002927,SUB-00232,CUST-0220,2025-04-16,2025-04-16,2025-05-15,5500,0,5500.0,paid,True
INV-002928,SUB-00232,CUST-0220,2025-05-16,2025-05-16,2025-06-14,5500,0,5500.0,refunded,True
INV-002929,SUB-00232,CUST-0220,2025-06-15,2025-06-15,2025-07-14,5500,0,5500.0,paid,True
INV-002930,SUB-00232,CUST-0220,2025-07-15,2025-07-15,2025-08-13,5500,0,5500.0,paid,True
INV-002931,SUB-00232,CUST-0220,2025-08-14,2025-08-14,2025-09-12,5500,0,5500.0,paid,True
INV-002932,SUB-00232,CUST-0220,2025-09-13,2025-09-13,2025-10-12,5500,0,5500.0,paid,True
INV-002933,SUB-00232,CUST-0220,2025-10-13,2025-10-13,2025-11-11,5500,0,5500.0,paid,True
INV-002934,SUB-00232,CUST-0220,2025-11-12,2025-11-12,2025-12-11,5500,0,5500.0,paid,True
INV-002935,SUB-00232,CUST-0220,2025-12-12,2025-12-12,2026-01-10,5500,0,5500.0,paid,True
INV-002936,SUB-00232,CUST-0220,2026-01-11,2026-01-11,2026-02-09,5500,0,5500.0,paid,True
INV-002937,SUB-00232,CUST-0220,2026-02-10,2026-02-10,2026-03-11,5500,0,5500.0,paid,True
INV-002938,SUB-00232,CUST-0220,2026-03-12,2026-03-12,2026-04-10,5500,0,5500.0,paid,True
INV-002939,SUB-00233,CUST-0221,2024-05-14,2024-05-14,2024-06-12,249,0,249.0,paid,False
INV-002940,SUB-00233,CUST-0221,2024-06-13,2024-06-13,2024-07-12,249,0,249.0,paid,True
INV-002941,SUB-00233,CUST-0221,2024-07-13,2024-07-13,2024-08-11,249,0,249.0,paid,True
INV-002942,SUB-00233,CUST-0221,2024-08-12,2024-08-12,2024-09-10,249,0,249.0,paid,True
INV-002943,SUB-00233,CUST-0221,2024-09-11,2024-09-11,2024-10-10,249,0,249.0,paid,True
INV-002944,SUB-00233,CUST-0221,2024-10-11,2024-10-11,2024-11-09,249,0,249.0,paid,True
INV-002945,SUB-00233,CUST-0221,2024-11-10,2024-11-10,2024-12-09,249,0,249.0,failed,True
INV-002946,SUB-00233,CUST-0221,2024-12-10,2024-12-10,2025-01-08,249,0,249.0,paid,True
INV-002947,SUB-00233,CUST-0221,2025-01-09,2025-01-09,2025-02-07,249,0,249.0,paid,True
INV-002948,SUB-00233,CUST-0221,2025-02-08,2025-02-08,2025-03-09,249,0,249.0,paid,True
INV-002949,SUB-00233,CUST-0221,2025-03-10,2025-03-10,2025-04-08,249,0,249.0,paid,True
INV-002950,SUB-00233,CUST-0221,2025-04-09,2025-04-09,2025-05-08,249,0,249.0,paid,True
INV-002951,SUB-00233,CUST-0221,2025-05-09,2025-05-09,2025-06-07,249,0,249.0,paid,True
INV-002952,SUB-00233,CUST-0221,2025-06-08,2025-06-08,2025-07-07,249,0,249.0,paid,True
INV-002953,SUB-00233,CUST-0221,2025-07-08,2025-07-08,2025-08-06,249,0,249.0,paid,True
INV-002954,SUB-00233,CUST-0221,2025-08-07,2025-08-07,2025-09-05,249,0,249.0,paid,True
INV-002955,SUB-00233,CUST-0221,2025-09-06,2025-09-06,2025-10-05,249,0,249.0,paid,True
INV-002956,SUB-00233,CUST-0221,2025-10-06,2025-10-06,2025-11-04,249,0,249.0,paid,True
INV-002957,SUB-00233,CUST-0221,2025-11-05,2025-11-05,2025-12-04,249,0,249.0,paid,True
INV-002958,SUB-00233,CUST-0221,2025-12-05,2025-12-05,2026-01-03,249,0,249.0,paid,True
INV-002959,SUB-00233,CUST-0221,2026-01-04,2026-01-04,2026-02-02,249,0,249.0,paid,True
INV-002960,SUB-00233,CUST-0221,2026-02-03,2026-02-03,2026-03-04,249,0,249.0,paid,True
INV-002961,SUB-00233,CUST-0221,2026-03-05,2026-03-05,2026-04-03,249,0,249.0,paid,True
INV-002962,SUB-00234,CUST-0222,2024-11-01,2024-11-01,2025-10-31,228,0,228.0,paid,False
INV-002963,SUB-00234,CUST-0222,2025-11-01,2025-11-01,2026-10-31,228,0,228.0,paid,True
INV-002964,SUB-00235,CUST-0223,2024-11-16,2024-11-16,2024-12-15,399,0,399.0,paid,False
INV-002965,SUB-00235,CUST-0223,2024-12-16,2024-12-16,2025-01-14,399,0,399.0,paid,True
INV-002966,SUB-00235,CUST-0223,2025-01-15,2025-01-15,2025-02-13,399,0,399.0,paid,True
INV-002967,SUB-00235,CUST-0223,2025-02-14,2025-02-14,2025-03-15,399,0,399.0,paid,True
INV-002968,SUB-00235,CUST-0223,2025-03-16,2025-03-16,2025-04-14,399,0,399.0,paid,True
INV-002969,SUB-00235,CUST-0223,2025-04-15,2025-04-15,2025-05-14,399,0,399.0,paid,True
INV-002970,SUB-00235,CUST-0223,2025-05-15,2025-05-15,2025-06-13,399,0,399.0,paid,True
INV-002971,SUB-00235,CUST-0223,2025-06-14,2025-06-14,2025-07-13,399,0,399.0,paid,True
INV-002972,SUB-00235,CUST-0223,2025-07-14,2025-07-14,2025-08-12,399,0,399.0,paid,True
INV-002973,SUB-00235,CUST-0223,2025-08-13,2025-08-13,2025-09-11,399,0,399.0,paid,True
INV-002974,SUB-00235,CUST-0223,2025-09-12,2025-09-12,2025-10-11,399,0,399.0,paid,True
INV-002975,SUB-00235,CUST-0223,2025-10-12,2025-10-12,2025-11-10,399,0,399.0,paid,True
INV-002976,SUB-00235,CUST-0223,2025-11-11,2025-11-11,2025-12-10,399,0,399.0,paid,True
INV-002977,SUB-00235,CUST-0223,2025-12-11,2025-12-11,2026-01-09,399,0,399.0,failed,True
INV-002978,SUB-00235,CUST-0223,2026-01-10,2026-01-10,2026-02-08,399,0,399.0,paid,True
INV-002979,SUB-00235,CUST-0223,2026-02-09,2026-02-09,2026-03-10,399,0,399.0,paid,True
INV-002980,SUB-00235,CUST-0223,2026-03-11,2026-03-11,2026-04-09,399,0,399.0,paid,True
INV-002981,SUB-00236,CUST-0224,2023-09-12,2023-09-12,2023-10-11,99,0,99.0,paid,False
INV-002982,SUB-00236,CUST-0224,2023-10-12,2023-10-12,2023-11-10,99,0,99.0,paid,True
INV-002983,SUB-00236,CUST-0224,2023-11-11,2023-11-11,2023-12-10,99,0,99.0,paid,True
INV-002984,SUB-00236,CUST-0224,2023-12-11,2023-12-11,2024-01-09,99,0,99.0,paid,True
INV-002985,SUB-00236,CUST-0224,2024-01-10,2024-01-10,2024-02-08,99,0,99.0,paid,True
INV-002986,SUB-00236,CUST-0224,2024-02-09,2024-02-09,2024-03-09,99,0,99.0,paid,True
INV-002987,SUB-00236,CUST-0224,2024-03-10,2024-03-10,2024-04-08,99,0,99.0,paid,True
INV-002988,SUB-00236,CUST-0224,2024-04-09,2024-04-09,2024-05-08,99,0,99.0,paid,True
INV-002989,SUB-00236,CUST-0224,2024-05-09,2024-05-09,2024-06-07,99,0,99.0,paid,True
INV-002990,SUB-00236,CUST-0224,2024-06-08,2024-06-08,2024-07-07,99,0,99.0,paid,True
INV-002991,SUB-00236,CUST-0224,2024-07-08,2024-07-08,2024-08-06,99,0,99.0,paid,True
INV-002992,SUB-00236,CUST-0224,2024-08-07,2024-08-07,2024-09-05,99,0,99.0,failed,True
INV-002993,SUB-00236,CUST-0224,2024-09-06,2024-09-06,2024-10-05,99,0,99.0,paid,True
INV-002994,SUB-00236,CUST-0224,2024-10-06,2024-10-06,2024-11-04,99,0,99.0,paid,True
INV-002995,SUB-00236,CUST-0224,2024-11-05,2024-11-05,2024-12-04,99,0,99.0,paid,True
INV-002996,SUB-00236,CUST-0224,2024-12-05,2024-12-05,2025-01-03,99,0,99.0,paid,True
INV-002997,SUB-00236,CUST-0224,2025-01-04,2025-01-04,2025-02-02,99,0,99.0,paid,True
INV-002998,SUB-00236,CUST-0224,2025-02-03,2025-02-03,2025-03-04,99,0,99.0,paid,True
INV-002999,SUB-00236,CUST-0224,2025-03-05,2025-03-05,2025-04-03,99,0,99.0,failed,True
INV-003000,SUB-00236,CUST-0224,2025-04-04,2025-04-04,2025-05-03,99,0,99.0,paid,True
INV-003001,SUB-00236,CUST-0224,2025-05-04,2025-05-04,2025-06-02,99,0,99.0,paid,True
INV-003002,SUB-00236,CUST-0224,2025-06-03,2025-06-03,2025-07-02,99,0,99.0,paid,True
INV-003003,SUB-00236,CUST-0224,2025-07-03,2025-07-03,2025-08-01,99,0,99.0,paid,True
INV-003004,SUB-00236,CUST-0224,2025-08-02,2025-08-02,2025-08-31,99,0,99.0,paid,True
INV-003005,SUB-00237,CUST-0225,2024-07-25,2024-07-25,2025-07-24,66000,75,16500.0,paid,False
INV-003006,SUB-00237,CUST-0225,2025-07-25,2025-07-25,2026-07-24,66000,0,66000.0,failed,True
INV-003007,SUB-00238,CUST-0225,2025-09-16,2025-09-16,2025-10-15,249,0,249.0,paid,False
INV-003008,SUB-00238,CUST-0225,2025-10-16,2025-10-16,2025-11-14,249,0,249.0,paid,True
INV-003009,SUB-00238,CUST-0225,2025-11-15,2025-11-15,2025-12-14,249,0,249.0,paid,True
INV-003010,SUB-00238,CUST-0225,2025-12-15,2025-12-15,2026-01-13,249,0,249.0,paid,True
INV-003011,SUB-00238,CUST-0225,2026-01-14,2026-01-14,2026-02-12,249,0,249.0,paid,True
INV-003012,SUB-00238,CUST-0225,2026-02-13,2026-02-13,2026-03-14,249,0,249.0,paid,True
INV-003013,SUB-00238,CUST-0225,2026-03-15,2026-03-15,2026-04-13,249,0,249.0,paid,True
INV-003014,SUB-00239,CUST-0226,2023-06-19,2023-06-19,2023-07-18,12000,0,12000.0,paid,False
INV-003015,SUB-00239,CUST-0226,2023-07-19,2023-07-19,2023-08-17,12000,0,12000.0,paid,True
INV-003016,SUB-00239,CUST-0226,2023-08-18,2023-08-18,2023-09-16,12000,0,12000.0,paid,True
INV-003017,SUB-00239,CUST-0226,2023-09-17,2023-09-17,2023-10-16,12000,0,12000.0,failed,True
INV-003018,SUB-00239,CUST-0226,2023-10-17,2023-10-17,2023-11-15,12000,0,12000.0,paid,True
INV-003019,SUB-00239,CUST-0226,2023-11-16,2023-11-16,2023-12-15,12000,0,12000.0,refunded,True
INV-003020,SUB-00239,CUST-0226,2023-12-16,2023-12-16,2024-01-14,12000,0,12000.0,paid,True
INV-003021,SUB-00239,CUST-0226,2024-01-15,2024-01-15,2024-02-13,12000,0,12000.0,paid,True
INV-003022,SUB-00239,CUST-0226,2024-02-14,2024-02-14,2024-03-14,12000,0,12000.0,paid,True
INV-003023,SUB-00239,CUST-0226,2024-03-15,2024-03-15,2024-04-13,12000,0,12000.0,paid,True
INV-003024,SUB-00239,CUST-0226,2024-04-14,2024-04-14,2024-05-13,12000,0,12000.0,paid,True
INV-003025,SUB-00239,CUST-0226,2024-05-14,2024-05-14,2024-06-12,12000,0,12000.0,refunded,True
INV-003026,SUB-00239,CUST-0226,2024-06-13,2024-06-13,2024-07-12,12000,0,12000.0,paid,True
INV-003027,SUB-00239,CUST-0226,2024-07-13,2024-07-13,2024-08-11,12000,0,12000.0,paid,True
INV-003028,SUB-00239,CUST-0226,2024-08-12,2024-08-12,2024-09-10,12000,0,12000.0,paid,True
INV-003029,SUB-00239,CUST-0226,2024-09-11,2024-09-11,2024-10-10,12000,0,12000.0,paid,True
INV-003030,SUB-00239,CUST-0226,2024-10-11,2024-10-11,2024-11-09,12000,0,12000.0,paid,True
INV-003031,SUB-00239,CUST-0226,2024-11-10,2024-11-10,2024-12-09,12000,0,12000.0,paid,True
INV-003032,SUB-00239,CUST-0226,2024-12-10,2024-12-10,2025-01-08,12000,0,12000.0,paid,True
INV-003033,SUB-00239,CUST-0226,2025-01-09,2025-01-09,2025-02-07,12000,0,12000.0,paid,True
INV-003034,SUB-00239,CUST-0226,2025-02-08,2025-02-08,2025-03-09,12000,0,12000.0,refunded,True
INV-003035,SUB-00239,CUST-0226,2025-03-10,2025-03-10,2025-04-08,12000,0,12000.0,paid,True
INV-003036,SUB-00239,CUST-0226,2025-04-09,2025-04-09,2025-05-08,12000,0,12000.0,paid,True
INV-003037,SUB-00239,CUST-0226,2025-05-09,2025-05-09,2025-06-07,12000,0,12000.0,paid,True
INV-003038,SUB-00240,CUST-0227,2023-02-21,2023-02-21,2023-03-22,1999,0,1999.0,paid,False
INV-003039,SUB-00240,CUST-0227,2023-03-23,2023-03-23,2023-04-21,1999,0,1999.0,paid,True
INV-003040,SUB-00240,CUST-0227,2023-04-22,2023-04-22,2023-05-21,1999,0,1999.0,paid,True
INV-003041,SUB-00240,CUST-0227,2023-05-22,2023-05-22,2023-06-20,1999,0,1999.0,paid,True
INV-003042,SUB-00240,CUST-0227,2023-06-21,2023-06-21,2023-07-20,1999,0,1999.0,paid,True
INV-003043,SUB-00240,CUST-0227,2023-07-21,2023-07-21,2023-08-19,1999,0,1999.0,paid,True
INV-003044,SUB-00240,CUST-0227,2023-08-20,2023-08-20,2023-09-18,1999,0,1999.0,failed,True
INV-003045,SUB-00240,CUST-0227,2023-09-19,2023-09-19,2023-10-18,1999,0,1999.0,paid,True
INV-003046,SUB-00240,CUST-0227,2023-10-19,2023-10-19,2023-11-17,1999,0,1999.0,paid,True
INV-003047,SUB-00240,CUST-0227,2023-11-18,2023-11-18,2023-12-17,1999,0,1999.0,paid,True
INV-003048,SUB-00240,CUST-0227,2023-12-18,2023-12-18,2024-01-16,1999,0,1999.0,paid,True
INV-003049,SUB-00240,CUST-0227,2024-01-17,2024-01-17,2024-02-15,1999,0,1999.0,paid,True
INV-003050,SUB-00240,CUST-0227,2024-02-16,2024-02-16,2024-03-16,1999,0,1999.0,paid,True
INV-003051,SUB-00240,CUST-0227,2024-03-17,2024-03-17,2024-04-15,1999,0,1999.0,paid,True
INV-003052,SUB-00240,CUST-0227,2024-04-16,2024-04-16,2024-05-15,1999,0,1999.0,paid,True
INV-003053,SUB-00240,CUST-0227,2024-05-16,2024-05-16,2024-06-14,1999,0,1999.0,paid,True
INV-003054,SUB-00240,CUST-0227,2024-06-15,2024-06-15,2024-07-14,1999,0,1999.0,paid,True
INV-003055,SUB-00240,CUST-0227,2024-07-15,2024-07-15,2024-08-13,1999,0,1999.0,paid,True
INV-003056,SUB-00240,CUST-0227,2024-08-14,2024-08-14,2024-09-12,1999,0,1999.0,paid,True
INV-003057,SUB-00240,CUST-0227,2024-09-13,2024-09-13,2024-10-12,1999,0,1999.0,paid,True
INV-003058,SUB-00240,CUST-0227,2024-10-13,2024-10-13,2024-11-11,1999,0,1999.0,paid,True
INV-003059,SUB-00240,CUST-0227,2024-11-12,2024-11-12,2024-12-11,1999,0,1999.0,paid,True
INV-003060,SUB-00240,CUST-0227,2024-12-12,2024-12-12,2025-01-10,1999,0,1999.0,failed,True
INV-003061,SUB-00240,CUST-0227,2025-01-11,2025-01-11,2025-02-09,1999,0,1999.0,paid,True
INV-003062,SUB-00241,CUST-0228,2023-08-29,2023-08-29,2024-08-27,66000,0,66000.0,paid,False
INV-003063,SUB-00241,CUST-0228,2024-08-28,2024-08-28,2025-08-27,66000,0,66000.0,paid,True
INV-003064,SUB-00241,CUST-0228,2025-08-28,2025-08-28,2026-08-27,66000,0,66000.0,paid,True
INV-003065,SUB-00242,CUST-0229,2024-05-25,2024-05-25,2025-05-24,144000,0,144000.0,paid,False
INV-003066,SUB-00242,CUST-0229,2025-05-25,2025-05-25,2026-05-24,144000,0,144000.0,paid,True
INV-003067,SUB-00243,CUST-0230,2024-02-27,2024-02-27,2025-02-25,228,0,228.0,paid,False
INV-003068,SUB-00243,CUST-0230,2025-02-26,2025-02-26,2026-02-25,228,0,228.0,paid,True
INV-003069,SUB-00243,CUST-0230,2026-02-26,2026-02-26,2027-02-25,228,0,228.0,paid,True
INV-003070,SUB-00244,CUST-0231,2024-09-25,2024-09-25,2024-10-24,99,0,99.0,paid,False
INV-003071,SUB-00244,CUST-0231,2024-10-25,2024-10-25,2024-11-23,99,0,99.0,paid,True
INV-003072,SUB-00244,CUST-0231,2024-11-24,2024-11-24,2024-12-23,99,0,99.0,paid,True
INV-003073,SUB-00244,CUST-0231,2024-12-24,2024-12-24,2025-01-22,99,0,99.0,paid,True
INV-003074,SUB-00244,CUST-0231,2025-01-23,2025-01-23,2025-02-21,99,0,99.0,paid,True
INV-003075,SUB-00244,CUST-0231,2025-02-22,2025-02-22,2025-03-23,99,0,99.0,paid,True
INV-003076,SUB-00244,CUST-0231,2025-03-24,2025-03-24,2025-04-22,99,0,99.0,paid,True
INV-003077,SUB-00244,CUST-0231,2025-04-23,2025-04-23,2025-05-22,99,0,99.0,paid,True
INV-003078,SUB-00244,CUST-0231,2025-05-23,2025-05-23,2025-06-21,99,0,99.0,failed,True
INV-003079,SUB-00244,CUST-0231,2025-06-22,2025-06-22,2025-07-21,99,0,99.0,paid,True
INV-003080,SUB-00244,CUST-0231,2025-07-22,2025-07-22,2025-08-20,99,0,99.0,paid,True
INV-003081,SUB-00244,CUST-0231,2025-08-21,2025-08-21,2025-09-19,99,0,99.0,paid,True
INV-003082,SUB-00244,CUST-0231,2025-09-20,2025-09-20,2025-10-19,99,0,99.0,paid,True
INV-003083,SUB-00244,CUST-0231,2025-10-20,2025-10-20,2025-11-18,99,0,99.0,paid,True
INV-003084,SUB-00244,CUST-0231,2025-11-19,2025-11-19,2025-12-18,99,0,99.0,paid,True
INV-003085,SUB-00244,CUST-0231,2025-12-19,2025-12-19,2026-01-17,99,0,99.0,paid,True
INV-003086,SUB-00244,CUST-0231,2026-01-18,2026-01-18,2026-02-16,99,0,99.0,paid,True
INV-003087,SUB-00244,CUST-0231,2026-02-17,2026-02-17,2026-03-18,99,0,99.0,paid,True
INV-003088,SUB-00244,CUST-0231,2026-03-19,2026-03-19,2026-04-17,99,0,99.0,paid,True
INV-003089,SUB-00245,CUST-0232,2024-04-12,2024-04-12,2024-05-11,399,0,399.0,failed,False
INV-003090,SUB-00245,CUST-0232,2024-05-12,2024-05-12,2024-06-10,399,0,399.0,paid,True
INV-003091,SUB-00245,CUST-0232,2024-06-11,2024-06-11,2024-07-10,399,0,399.0,paid,True
INV-003092,SUB-00245,CUST-0232,2024-07-11,2024-07-11,2024-08-09,399,0,399.0,refunded,True
INV-003093,SUB-00245,CUST-0232,2024-08-10,2024-08-10,2024-09-08,399,0,399.0,paid,True
INV-003094,SUB-00245,CUST-0232,2024-09-09,2024-09-09,2024-10-08,399,0,399.0,paid,True
INV-003095,SUB-00245,CUST-0232,2024-10-09,2024-10-09,2024-11-07,399,0,399.0,paid,True
INV-003096,SUB-00245,CUST-0232,2024-11-08,2024-11-08,2024-12-07,399,0,399.0,refunded,True
INV-003097,SUB-00245,CUST-0232,2024-12-08,2024-12-08,2025-01-06,399,0,399.0,paid,True
INV-003098,SUB-00245,CUST-0232,2025-01-07,2025-01-07,2025-02-05,399,0,399.0,paid,True
INV-003099,SUB-00245,CUST-0232,2025-02-06,2025-02-06,2025-03-07,399,0,399.0,paid,True
INV-003100,SUB-00245,CUST-0232,2025-03-08,2025-03-08,2025-04-06,399,0,399.0,paid,True
INV-003101,SUB-00245,CUST-0232,2025-04-07,2025-04-07,2025-05-06,399,0,399.0,paid,True
INV-003102,SUB-00245,CUST-0232,2025-05-07,2025-05-07,2025-06-05,399,0,399.0,paid,True
INV-003103,SUB-00245,CUST-0232,2025-06-06,2025-06-06,2025-07-05,399,0,399.0,paid,True
INV-003104,SUB-00245,CUST-0232,2025-07-06,2025-07-06,2025-08-04,399,0,399.0,paid,True
INV-003105,SUB-00245,CUST-0232,2025-08-05,2025-08-05,2025-09-03,399,0,399.0,failed,True
INV-003106,SUB-00245,CUST-0232,2025-09-04,2025-09-04,2025-10-03,399,0,399.0,paid,True
INV-003107,SUB-00245,CUST-0232,2025-10-04,2025-10-04,2025-11-02,399,0,399.0,paid,True
INV-003108,SUB-00245,CUST-0232,2025-11-03,2025-11-03,2025-12-02,399,0,399.0,paid,True
INV-003109,SUB-00245,CUST-0232,2025-12-03,2025-12-03,2026-01-01,399,0,399.0,paid,True
INV-003110,SUB-00245,CUST-0232,2026-01-02,2026-01-02,2026-01-31,399,0,399.0,paid,True
INV-003111,SUB-00245,CUST-0232,2026-02-01,2026-02-01,2026-03-02,399,0,399.0,paid,True
INV-003112,SUB-00245,CUST-0232,2026-03-03,2026-03-03,2026-04-01,399,0,399.0,refunded,True
INV-003113,SUB-00246,CUST-0233,2024-04-10,2024-04-10,2024-05-09,19,0,19.0,paid,False
INV-003114,SUB-00246,CUST-0233,2024-05-10,2024-05-10,2024-06-08,19,0,19.0,refunded,True
INV-003115,SUB-00246,CUST-0233,2024-06-09,2024-06-09,2024-07-08,19,0,19.0,paid,True
INV-003116,SUB-00246,CUST-0233,2024-07-09,2024-07-09,2024-08-07,19,0,19.0,paid,True
INV-003117,SUB-00246,CUST-0233,2024-08-08,2024-08-08,2024-09-06,19,0,19.0,paid,True
INV-003118,SUB-00246,CUST-0233,2024-09-07,2024-09-07,2024-10-06,19,0,19.0,paid,True
INV-003119,SUB-00246,CUST-0233,2024-10-07,2024-10-07,2024-11-05,19,0,19.0,paid,True
INV-003120,SUB-00246,CUST-0233,2024-11-06,2024-11-06,2024-12-05,19,0,19.0,paid,True
INV-003121,SUB-00246,CUST-0233,2024-12-06,2024-12-06,2025-01-04,19,0,19.0,paid,True
INV-003122,SUB-00246,CUST-0233,2025-01-05,2025-01-05,2025-02-03,19,0,19.0,paid,True
INV-003123,SUB-00246,CUST-0233,2025-02-04,2025-02-04,2025-03-05,19,0,19.0,failed,True
INV-003124,SUB-00246,CUST-0233,2025-03-06,2025-03-06,2025-04-04,19,0,19.0,paid,True
INV-003125,SUB-00246,CUST-0233,2025-04-05,2025-04-05,2025-05-04,19,0,19.0,paid,True
INV-003126,SUB-00246,CUST-0233,2025-05-05,2025-05-05,2025-06-03,19,0,19.0,paid,True
INV-003127,SUB-00246,CUST-0233,2025-06-04,2025-06-04,2025-07-03,19,0,19.0,paid,True
INV-003128,SUB-00246,CUST-0233,2025-07-04,2025-07-04,2025-08-02,19,0,19.0,paid,True
INV-003129,SUB-00246,CUST-0233,2025-08-03,2025-08-03,2025-09-01,19,0,19.0,failed,True
INV-003130,SUB-00246,CUST-0233,2025-09-02,2025-09-02,2025-10-01,19,0,19.0,paid,True
INV-003131,SUB-00246,CUST-0233,2025-10-02,2025-10-02,2025-10-31,19,0,19.0,paid,True
INV-003132,SUB-00246,CUST-0233,2025-11-01,2025-11-01,2025-11-30,19,0,19.0,refunded,True
INV-003133,SUB-00246,CUST-0233,2025-12-01,2025-12-01,2025-12-30,19,0,19.0,paid,True
INV-003134,SUB-00246,CUST-0233,2025-12-31,2025-12-31,2026-01-29,19,0,19.0,paid,True
INV-003135,SUB-00246,CUST-0233,2026-01-30,2026-01-30,2026-02-28,19,0,19.0,paid,True
INV-003136,SUB-00246,CUST-0233,2026-03-01,2026-03-01,2026-03-30,19,0,19.0,failed,True
INV-003137,SUB-00247,CUST-0234,2024-01-08,2024-01-08,2025-01-06,144000,0,144000.0,paid,False
INV-003138,SUB-00247,CUST-0234,,2025-01-07,2026-01-06,144000,0,144000.0,paid,True
INV-003139,SUB-00247,CUST-0234,2026-01-07,2026-01-07,2027-01-06,144000,0,144000.0,paid,True
INV-003140,SUB-00248,CUST-0235,2023-12-30,2023-12-30,2024-12-28,4788,0,4788.0,paid,False
INV-003141,SUB-00248,CUST-0235,2024-12-29,2024-12-29,2025-12-28,4788,0,4788.0,failed,True
INV-003142,SUB-00248,CUST-0235,2025-12-29,2025-12-29,2026-12-28,4788,0,4788.0,paid,True
INV-003143,SUB-00249,CUST-0236,2024-01-18,2024-01-18,2024-02-16,799,0,799.0,paid,False
INV-003144,SUB-00249,CUST-0236,2024-02-17,2024-02-17,2024-03-17,799,0,799.0,paid,True
INV-003145,SUB-00249,CUST-0236,2024-03-18,2024-03-18,2024-04-16,799,0,799.0,paid,True
INV-003146,SUB-00249,CUST-0236,2024-04-17,2024-04-17,2024-05-16,799,0,799.0,paid,True
INV-003147,SUB-00249,CUST-0236,2024-05-17,2024-05-17,2024-06-15,799,0,799.0,paid,True
INV-003148,SUB-00249,CUST-0236,2024-06-16,2024-06-16,2024-07-15,799,0,799.0,failed,True
INV-003149,SUB-00249,CUST-0236,2024-07-16,2024-07-16,2024-08-14,799,0,799.0,failed,True
INV-003150,SUB-00249,CUST-0236,2024-08-15,2024-08-15,2024-09-13,799,0,799.0,paid,True
INV-003151,SUB-00249,CUST-0236,2024-09-14,2024-09-14,2024-10-13,799,0,799.0,paid,True
INV-003152,SUB-00249,CUST-0236,2024-10-14,2024-10-14,2024-11-12,799,0,799.0,paid,True
INV-003153,SUB-00249,CUST-0236,2024-11-13,2024-11-13,2024-12-12,799,0,799.0,paid,True
INV-003154,SUB-00249,CUST-0236,2024-12-13,2024-12-13,2025-01-11,799,0,799.0,paid,True
INV-003155,SUB-00249,CUST-0236,2025-01-12,2025-01-12,2025-02-10,799,0,799.0,paid,True
INV-003156,SUB-00249,CUST-0236,2025-02-11,2025-02-11,2025-03-12,799,0,799.0,refunded,True
INV-003157,SUB-00249,CUST-0236,2025-03-13,2025-03-13,2025-04-11,799,0,799.0,paid,True
INV-003158,SUB-00249,CUST-0236,2025-04-12,2025-04-12,2025-05-11,799,0,799.0,paid,True
INV-003159,SUB-00249,CUST-0236,2025-05-12,2025-05-12,2025-06-10,799,0,799.0,paid,True
INV-003160,SUB-00249,CUST-0236,2025-06-11,2025-06-11,2025-07-10,799,0,799.0,paid,True
INV-003161,SUB-00249,CUST-0236,2025-07-11,2025-07-11,2025-08-09,799,0,799.0,paid,True
INV-003162,SUB-00249,CUST-0236,,2025-08-10,2025-09-08,799,0,799.0,paid,True
INV-003163,SUB-00249,CUST-0236,2025-09-09,2025-09-09,2025-10-08,799,0,799.0,paid,True
INV-003164,SUB-00249,CUST-0236,2025-10-09,2025-10-09,2025-11-07,799,0,799.0,paid,True
INV-003165,SUB-00249,CUST-0236,2025-11-08,2025-11-08,2025-12-07,799,0,799.0,paid,True
